volume,symbol,adj_close,high,low,date,close,open
4411600,AMZN,837.309998,839.950012,832.400024,2016-09-30,837.309998,832.609985
4882900,AMZN,829.049988,837.50,824.630005,2016-09-29,829.049988,828.26001
4416100,AMZN,828.719971,830.140015,817.030029,2016-09-28,828.719971,818.00
3811900,AMZN,816.109985,816.640015,801.109985,2016-09-27,816.109985,801.849976
2647300,AMZN,799.159973,805.929993,797.150024,2016-09-26,799.159973,801.799988
2347300,AMZN,805.75,807.75,802.119995,2016-09-23,805.75,803.130005
4064100,AMZN,804.700012,805.890015,794.27002,2016-09-22,804.700012,794.27002
2702600,AMZN,789.73999,790.690002,779.01001,2016-09-21,789.73999,783.25
1930600,AMZN,780.219971,781.369995,776.00,2016-09-20,780.219971,776.00
2292500,AMZN,775.099976,781.940002,771.00,2016-09-19,775.099976,779.969971
5482800,AMZN,778.52002,780.460022,771.659973,2016-09-16,778.52002,773.280029
3034000,AMZN,769.690002,770.869995,757.580017,2016-09-15,769.690002,762.00
2523000,AMZN,761.090027,767.50,758.849976,2016-09-14,761.090027,762.200012
3106900,AMZN,761.01001,769.890015,759.049988,2016-09-13,761.01001,768.77002
3101400,AMZN,771.48999,772.659973,756.00,2016-09-12,771.48999,757.349976
4204700,AMZN,760.140015,781.00,760.109985,2016-09-09,760.140015,779.359985
2026400,AMZN,784.059998,786.50,781.440002,2016-09-08,784.059998,783.890015
2422000,AMZN,784.47998,790.789978,784.330017,2016-09-07,784.47998,789.530029
3711700,AMZN,788.869995,789.47998,770.219971,2016-09-06,788.869995,774.039978
2157400,AMZN,772.440002,776.00,771.700012,2016-09-02,772.440002,774.109985
1785800,AMZN,770.619995,772.039978,766.75,2016-09-01,770.619995,770.900024
1627500,AMZN,769.159973,769.640015,764.00,2016-08-31,769.159973,766.599976
1680600,AMZN,767.580017,771.840027,765.559998,2016-08-30,767.580017,771.049988
2185700,AMZN,771.289978,774.97998,768.599976,2016-08-29,771.289978,768.719971
2757800,AMZN,769.00,770.00,759.799988,2016-08-26,769.00,760.049988
1618300,AMZN,759.219971,760.559998,754.73999,2016-08-25,759.219971,756.00
1734800,AMZN,757.25,763.409973,755.359985,2016-08-24,757.25,763.00
1519500,AMZN,762.450012,764.700012,761.00,2016-08-23,762.450012,763.309998
