volume,symbol,adj_close,high,low,date,close,open
1342200,GOOGL,805.030029,805.909973,796.030029,2016-09-21,805.030029,801.26001
1049200,GOOGL,799.780029,802.75,798.26001,2016-09-20,799.780029,800.00
1146700,GOOGL,795.390015,803.98999,793.559998,2016-09-19,795.390015,801.109985
2125200,GOOGL,797.969971,799.02002,793.619995,2016-09-16,797.969971,799.02002
1557200,GOOGL,801.22998,803.650024,788.659973,2016-09-15,801.22998,790.01001
1292100,GOOGL,790.460022,796.330017,787.530029,2016-09-14,790.460022,787.530029
1801000,GOOGL,788.719971,795.789978,784.330017,2016-09-13,788.719971,794.01001
1848200,GOOGL,798.820007,800.169983,783.50,2016-09-12,798.820007,784.52002
1858500,GOOGL,788.47998,801.75,788.049988,2016-09-09,788.47998,798.77002
1175200,GOOGL,802.840027,808.419983,801.01001,2016-09-08,802.840027,805.219971
1145300,GOOGL,807.98999,810.599976,803.719971,2016-09-07,807.98999,807.929993
1983000,GOOGL,808.02002,810.890015,795.429993,2016-09-06,808.02002,798.390015
1347400,GOOGL,796.869995,797.099976,793.26001,2016-09-02,796.869995,795.27002
1302000,GOOGL,791.400024,792.890015,786.330017,2016-09-01,791.400024,791.97998
1066300,GOOGL,789.849976,791.570007,787.200012,2016-08-31,789.849976,789.599976
1166400,GOOGL,791.919983,798.00,789.469971,2016-08-30,791.919983,792.880005
766500,GOOGL,795.820007,798.52002,790.320007,2016-08-29,795.820007,793.049988
1243600,GOOGL,793.219971,799.400024,789.409973,2016-08-26,793.219971,792.48999
1196400,GOOGL,791.299988,794.719971,787.22998,2016-08-25,791.299988,792.00
1283600,GOOGL,793.599976,798.460022,790.76001,2016-08-24,793.599976,796.859985
913500,GOOGL,796.590027,801.00,795.98999,2016-08-23,796.590027,800.47998
852800,GOOGL,796.950012,799.299988,794.330017,2016-08-22,796.950012,798.51001
1094400,GOOGL,799.650024,801.22998,796.880005,2016-08-19,799.650024,799.789978
864600,GOOGL,802.75,808.00,801.630005,2016-08-18,802.75,805.359985
